iter	Logloss
295	0.2809422292
296	0.2806561528
297	0.2801236003
298	0.2797449333
299	0.2794945905
300	0.279209137
301	0.278994969
302	0.278855979
303	0.278359757
304	0.27800089
305	0.2778403873
306	0.2776593838
307	0.2770463593
308	0.2767157522
309	0.2764763346
310	0.2763018965
311	0.2760946053
312	0.2758397991
313	0.2756314959
314	0.2754887691
315	0.2752231935
316	0.2748484709
317	0.2744005164
318	0.2741435304
319	0.2738169975
320	0.2736063847
321	0.2734637358
322	0.2732514621
323	0.2730798527
324	0.2727427061
325	0.2723270338
326	0.2720843464
327	0.271715281
328	0.271631669
329	0.2713466307
330	0.2709072917
331	0.27039524
332	0.2702037785
333	0.2699642052
334	0.2696347918
335	0.269325983
336	0.2689544263
337	0.2688405562
338	0.2685274397
339	0.2682499529
340	0.2681421552
341	0.2678390814
342	0.2677026606
343	0.2673185699
344	0.2673042453
345	0.2671134845
346	0.2666476503
347	0.2663576814
348	0.2658717097
349	0.2653568034
350	0.2650761247
351	0.2647143513
352	0.2646089411
353	0.2643300271
354	0.2638401888
355	0.2636035738
356	0.2632569294
357	0.2628890576
358	0.2625731384
359	0.2624138813
360	0.262371167
361	0.2619880884
362	0.2617337752
363	0.2614056853
364	0.2612486599
365	0.2610141469
366	0.260789469
367	0.2605697476
368	0.2604486375
369	0.2599504172
370	0.259835613
371	0.2595166057
372	0.2592046309
373	0.2589316336
374	0.2588014668
375	0.2583171559
376	0.2581489719
377	0.2579802429
378	0.2577445102
379	0.2576391519
380	0.2575602629
381	0.2573798043
382	0.2572876547
383	0.2572172775
384	0.2568475632
385	0.2564903311
386	0.2563340583
387	0.2560947444
388	0.2558985081
389	0.2556330103
390	0.25540021
391	0.2552546287
392	0.2550507111
393	0.2548206355
394	0.2546083878
395	0.2543712279
396	0.2541532452
397	0.2539904847
398	0.2535692851
399	0.2532093022
400	0.252987427
401	0.2526164671
402	0.2523890904
403	0.2520281993
404	0.2520140045
405	0.2515688007
406	0.2514626639
407	0.2512761071
408	0.2510607194
409	0.2509064966
410	0.2508964798
411	0.250487373
412	0.2502003105
413	0.2501359537
414	0.2499332298
415	0.2495756603
416	0.249412355
417	0.2492893764
418	0.2489996411
419	0.2488308083
420	0.2485424483
421	0.2482035111
422	0.2479784181
423	0.2477728656
424	0.2473045142
425	0.2469357601
426	0.2468829512
427	0.2466670964
428	0.2464715867
429	0.2463362298
430	0.2460337269
431	0.2458224394
432	0.24566121
433	0.245391171
434	0.2451150077
435	0.2447736052
436	0.2446215883
437	0.2443769805
438	0.2440911896
439	0.2438370322
440	0.2437224615
441	0.2434749474
442	0.2432564456
443	0.2431655157
444	0.2430303924
445	0.2427970212
446	0.2426837999
447	0.2424808943
448	0.2424048599
449	0.2421469915
450	0.2417384037
451	0.2414309703
452	0.2413357326
453	0.2412001941
454	0.2410705463
455	0.2409208129
456	0.2407734151
457	0.2406452205
458	0.2404445207
459	0.2402930227
460	0.24016597
461	0.2400464947
462	0.2400302498
463	0.2399523729
464	0.2398783625
465	0.2396314971
466	0.2394016811
467	0.239301954
468	0.2391539074
469	0.2389375855
470	0.2389225343
471	0.2387432695
472	0.2386196941
473	0.2384193576
474	0.2382711813
475	0.2381555466
476	0.2379684189
477	0.2378638131
478	0.2377130158
479	0.2374277958
480	0.2370965659
481	0.2368139669
482	0.2365383486
483	0.2361505729
484	0.2358902393
485	0.2357092098
486	0.2355521844
487	0.2354513674
488	0.2351471778
489	0.2349852737
490	0.2346208014
491	0.2344460001
492	0.2343812281
493	0.2341064142
494	0.2340532939
495	0.2338229588
496	0.2335923643
497	0.2334132551
498	0.2331741229
499	0.2329917181
500	0.23276089
501	0.2326016069
502	0.2324371857
503	0.2322917601
504	0.2320905932
505	0.2318419372
506	0.2316808636
507	0.23153126
508	0.2313168065
509	0.2311555512
510	0.2310335587
511	0.230809841
512	0.230676664
513	0.2306556183
514	0.2303252447
515	0.2299935477
516	0.229878484
517	0.2297039681
518	0.229576552
519	0.2293599966
520	0.2290022454
521	0.228891723
522	0.2288094086
523	0.2285999635
524	0.2284038829
525	0.2282268239
526	0.2279238539
527	0.2277569414
528	0.227614526
529	0.2274157466
530	0.2272371046
531	0.2270784962
532	0.2267353291
533	0.2265835198
534	0.2263722063
535	0.2261387831
536	0.2259134825
537	0.2255868717
538	0.2253264343
539	0.2251144721
540	0.2247501295
541	0.2244636639
542	0.2243024346
543	0.2241541026
544	0.2239216915
545	0.2237879176
546	0.2235460606
547	0.2234684432
548	0.2232718954
549	0.2229168431
550	0.2227741423
551	0.2224276277
552	0.2222460273
553	0.2220357778
554	0.2219536191
555	0.2218589264
556	0.2216844364
557	0.2213694255
558	0.2212722415
559	0.2212186541
560	0.2210961167
561	0.2210083527
562	0.2207828444
563	0.220593407
564	0.2203914616
565	0.2201281437
566	0.2200414437
567	0.2199539133
568	0.2197863001
569	0.2196603373
570	0.2194297946
571	0.2191583024
572	0.2190677876
573	0.2188421755
574	0.218552544
575	0.2185351054
576	0.2183927938
577	0.2183054191
578	0.2181564642
579	0.2179683244
580	0.2179532473
581	0.2177399616
582	0.2176168403
583	0.2175022437
584	0.2174554682
585	0.2171763076
586	0.2170761653
587	0.2167596363
588	0.2166885584
589	0.2166042458
590	0.2164516838
591	0.2162607803
592	0.2162247872
593	0.2161287061
594	0.2160638822
595	0.2158636106
596	0.215572967
597	0.215463807
598	0.2152841789
599	0.2151640159
600	0.2150830898
601	0.214986347
602	0.2148762268
603	0.2147241969
604	0.2145733476
605	0.2143580508
606	0.2142136373
607	0.214117115
608	0.2139710277
609	0.2137941373
610	0.2137646967
611	0.2134544476
612	0.2133962411
613	0.2133246441
614	0.2132158085
615	0.2130348569
616	0.2129251908
617	0.2127189247
618	0.2126183283
619	0.2123248172
620	0.2120672472
621	0.2120477326
622	0.2118418168
623	0.2117954436
624	0.2115847918
625	0.2115744377
626	0.2113108084
627	0.2111346186
628	0.2110024407
629	0.2109488143
630	0.2108803185
631	0.210792308
632	0.2106345689
633	0.2106145482
634	0.2103147182
635	0.2101843438
636	0.2099597438
637	0.209952854
638	0.2097900806
639	0.2097620283
640	0.2094321348
641	0.209367246
642	0.209210584
643	0.2090427502
644	0.208737276
645	0.2085889829
646	0.2084769165
647	0.2082582072
648	0.2081254323
649	0.2079992229
650	0.2078270945
651	0.2076966422
652	0.2075928669
653	0.2075165989
654	0.2074048568
655	0.2072672682
656	0.2072496739
657	0.2071559932
658	0.2069752362
659	0.2069102696
660	0.2067932596
661	0.2065985933
662	0.2065665316
663	0.206468128
664	0.2064121272
665	0.2062446698
666	0.2060682336
667	0.2058731261
668	0.205744685
669	0.2056226146
670	0.2053784481
671	0.2051807845
672	0.2050703918
673	0.2050032583
674	0.204979397
675	0.2048919704
676	0.2048210481
677	0.2047231506
678	0.2045896621
679	0.2045157815
680	0.2043303405
681	0.2041962033
682	0.2039996556
683	0.2039458865
684	0.20363796
685	0.2035570858
686	0.203382505
687	0.2032854508
688	0.2031378324
689	0.2030364056
690	0.2029287507
691	0.2028295037
692	0.2026291023
693	0.2024699101
694	0.2023724796
695	0.2022167906
696	0.2021085778
697	0.2018257453
698	0.2017268616
699	0.2015791393
700	0.2014784521
701	0.2013671252
702	0.2012164058
703	0.2010731859
704	0.2009441609
705	0.2008315884
706	0.2007269957
707	0.2005640666
708	0.2004371954
709	0.2002287884
710	0.2000870997
711	0.1999698302
712	0.1998120003
713	0.1995863233
714	0.1994185415
715	0.1991018698
716	0.1990418596
717	0.1988802151
718	0.1988204255
719	0.1987444819
720	0.1986646328
721	0.1984450412
722	0.1983690197
723	0.1981902869
724	0.1980173669
725	0.1978875764
726	0.1976045102
727	0.1973232736
728	0.1971694401
729	0.1970499
730	0.1967763317
731	0.1965870111
732	0.1964879198
733	0.1964165824
734	0.1962844174
735	0.1962026998
736	0.1961486842
737	0.1959470113
738	0.1957928534
739	0.195594567
740	0.1954255137
741	0.1952835005
742	0.1952004854
743	0.1950885487
744	0.1948806866
745	0.1947446551
746	0.1945803895
747	0.1945116471
748	0.1944780934
749	0.1943192255
750	0.194159631
751	0.1939286991
752	0.1938546758
753	0.1936927847
754	0.1936727511
755	0.1935761121
756	0.1935103799
757	0.1933671212
758	0.1933146756
759	0.1931580005
760	0.1929945913
761	0.1929449224
762	0.192765956
763	0.1926932302
764	0.1925928025
765	0.1924494789
766	0.1923476239
767	0.1922531517
768	0.192076443
769	0.1919316143
770	0.191904081
771	0.1917624571
772	0.1916219361
773	0.1915276456
774	0.1914168118
775	0.191247447
776	0.1911234693
777	0.1909966761
778	0.1907581148
779	0.190577799
780	0.190343247
781	0.1901919436
782	0.1899269779
783	0.1898252137
784	0.1897595853
785	0.189645365
786	0.1895204661
787	0.1892648684
788	0.1892158353
789	0.1892007841
790	0.1891180285
791	0.1888974378
792	0.18882889
793	0.1885495737
794	0.1884516372
795	0.1883448906
796	0.1881737871
797	0.1880432181
798	0.1880131417
799	0.1877923174
800	0.1877585171
801	0.1876346822
802	0.187500519
803	0.1873899706
804	0.1872205021
805	0.1870202434
806	0.1869296638
807	0.1868028446
808	0.186681981
809	0.1865622073
810	0.1865002379
811	0.1863752222
812	0.1862481954
813	0.186152283
814	0.185943357
815	0.1858552686
816	0.1857214947
817	0.1855995282
818	0.1854306954
819	0.1853156576
820	0.1852039026
821	0.1850938602
822	0.184980613
823	0.1848607485
824	0.184754988
825	0.1847270784
826	0.1846428177
827	0.1844872844
828	0.1844075261
829	0.1842761916
830	0.1840903873
831	0.1838589363
832	0.1836319099
833	0.1834181571
834	0.1831833716
835	0.1831018876
836	0.1830520889
837	0.1829066374
838	0.1827707485
839	0.1826889401
840	0.1825237923
841	0.1824630945
842	0.182336405
843	0.1822670917
844	0.1820990634
845	0.1820040982
846	0.1819879311
847	0.1818457363
848	0.1817194361
849	0.1816486307
850	0.1814790064
851	0.1814430652
852	0.1812942531
853	0.1810394339
854	0.1809456624
855	0.1807721845
856	0.1804918043
857	0.1802890674
858	0.1801167053
859	0.1799650257
860	0.1798339377
861	0.1795187451
862	0.1794875138
863	0.1794747074
864	0.1793790545
865	0.1792918354
866	0.1791136865
867	0.1790071085
868	0.1788734384
869	0.1787250026
870	0.178608278
871	0.1785702089
872	0.1785363956
873	0.1783380314
874	0.1781598305
875	0.1781484383
876	0.1780947601
877	0.1779445726
878	0.1777244101
879	0.1776092296
880	0.1774317813
881	0.1773431739
882	0.1772361807
883	0.1770117623
884	0.1769509088
885	0.1768549965
886	0.1766404911
887	0.176485386
888	0.1763065234
889	0.1762842191
890	0.1760172811
891	0.176011637
892	0.1759774085
893	0.1759563628
894	0.1758816129
895	0.1758602168
896	0.1757411049
897	0.1755637604
898	0.1755040616
899	0.1754839891
900	0.1753960175
901	0.1752889075
902	0.1752686403
903	0.1751446108
904	0.1750431839
905	0.1748181168
906	0.1746786598
907	0.1745886251
908	0.1743611706
909	0.1742304328
910	0.1741887826
911	0.1740644546
912	0.1740125669
913	0.173830214
914	0.1738156948
915	0.1737811809
916	0.1735848018
917	0.1733732159
918	0.1731881122
919	0.1729892679
920	0.1728135712
921	0.1726618916
922	0.1726476449
923	0.172609446
924	0.1725160508
925	0.1723342688
926	0.1722341784
927	0.1721822648
928	0.1721594544
929	0.1720537199
930	0.1719451697
931	0.1717286661
932	0.1716102808
933	0.1713853953
934	0.1712905469
935	0.1712075188
936	0.171168736
937	0.1711194953
938	0.1709920533
939	0.1709069881
940	0.1707694644
941	0.1707402443
942	0.1707027721
943	0.1705019425
944	0.1704825057
945	0.1704223789
946	0.170123509
947	0.1700925762
948	0.1699441404
949	0.1698499926
950	0.1697018422
951	0.1696005062
952	0.169535864
953	0.1694414307
954	0.1692201264
955	0.169168083
956	0.1691340492
957	0.1690523965
958	0.168963322
959	0.168906413
960	0.1688486086
961	0.168663479
962	0.1684506734
963	0.1682918315
964	0.1681531011
965	0.1679558527
966	0.1678940131
967	0.1676659746
968	0.1676426323
969	0.1676168247
970	0.167462576
971	0.1673841931
972	0.1673665598
973	0.1670736326
974	0.1670105603
975	0.1669101326
976	0.1668504728
977	0.1666524718
978	0.1665184644
979	0.1664268727
980	0.1662730003
981	0.1660904268
982	0.1660769197
983	0.1659577039
984	0.1658614412
985	0.1657344014
986	0.1655388657
987	0.1654546828
988	0.1652185868
989	0.1651853704
990	0.1651005518
991	0.1649566962
992	0.1649323288
993	0.1648592527
994	0.164776549
995	0.1646220149
996	0.1645665461
997	0.1645178762
998	0.1642373662
999	0.1642139461
